PhraseId,SentenceId,Phrase,Sentiment
9857,412,"Anyone who suffers through this film deserves , at the very least , a big box of consolation candy .",0
9879,413,Bearable .,2
9881,414,Cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .,3
9904,415,"But Kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .",3
9935,416,See it for his performance if nothing else .,3
9941,417,"The asylum material is gripping , as are the scenes of Jia with his family .",4
9960,418,I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .,4
9982,419,Attal pushes too hard to make this a comedy or serious drama .,0
9996,420,plays like some corny television production from a bygone era,1
10004,421,"It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .",4
10039,422,Solondz may well be the only one laughing at his own joke,1
10051,423,"Here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .",1
10090,424,Any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .,3
10116,425,Some Body smacks of exhibitionism more than it does cathartic truth telling .,1
10133,426,"Though writer\/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of Crudup 's anchoring performance .",3
10171,427,"-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",0
10196,428,This beautifully animated epic is never dull .,4
10204,429,"Charming and witty , it 's also somewhat clumsy .",3
10212,430,"In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .",1
10251,431,frustratingly refuses to give Pinochet 's crimes a political context,0
10276,432,Paul Bettany playing Malcolm McDowell ?,2
10284,433,"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .",2
10319,434,Veterans of the dating wars will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .,2
10345,435,It sends you away a believer again and quite cheered at just that .,4
10360,436,The rollerball sequences feel sanitised and stagey .,1
10371,437,"Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .",1
10411,438,"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",4
10438,439,"A nearly 21\/2 hours , the film is way too indulgent .",1
10450,440,Seems like something American and European gay movies were doing 20 years ago .,1
10467,441,"Claims to sort the bad guys from the good , which is its essential problem .",1
10484,442,"Mana gives us compelling , damaged characters who we want to help -- or hurt .",2
10501,443,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .,1
10518,444,"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",3
10544,445,The concept is a hoot .,3
10550,446,A straight-shooting family film which awards animals the respect they 've rarely been given .,4
10567,447,The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,2
10592,448,"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .",2
10614,449,"Obvious , obnoxious and didactic burlesque .",0
10623,450,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,2
10645,451,Ca n't seem to get anywhere near the story 's center .,2
10658,452,"Even with its $ 50-million US budget , Pinocchio never quite achieves the feel of a fanciful motion picture .",1
10683,453,A little more intensity and a little less charm would have saved this film a world of hurt .,1
10700,454,"Like most of Jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand .",1
10723,455,Maelstrom is a deliberately unsteady mixture of stylistic elements .,2
10737,456,"Just bring on the Battle Bots , please !",3
10747,457,"Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .",3
10773,458,"Love may have been in the air onscreen , but I certainly was n't feeling any of it .",1
10792,459,"Too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .",1
10822,460,The young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .,1
10853,461,"In some ways , Lagaan is quintessential Bollywood .",2
10864,462,A characteristically engorged and sloppy coming-of-age movie .,1
10872,463,"A wry , affectionate delight .",4
10880,464,Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .,3
10896,465,The auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .,3
10922,466,Gets better after Foster leaves that little room .,3
10932,467,"Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",3
10970,468,Friday After Next is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans .,1
10997,469,As lively an account as Seinfeld is deadpan .,1
11009,470,Brings awareness to an issue often overlooked -- women 's depression .,2
11024,471,"Imagine a film that begins as a Seven rip-off , only to switch to a mix of The Shining , The Thing , and any naked teenagers horror flick from the 1980s .",1
11061,472,"Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '",3
11082,473,A heartening tale of small victories and enduring hope .,3
11095,474,An emotionally strong and politically potent piece of cinema .,4
11104,475,An extremely unpleasant film .,0
11109,476,More intellectually scary than dramatically involving .,1
11118,477,A puzzling experience .,2
11122,478,"Jonah is only so-so ... the addition of a biblical message will either improve the film for you , or it will lessen it .",2
11150,479,I hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,4
11167,480,Intelligent and moving .,4
11171,481,This film is too busy hitting all of its assigned marks to take on any life of its own .,1
11192,482,"Mark Wahlberg ... may look classy in a '60s - homage pokepie hat , but as a character he 's dry , dry , dry .",2
11222,483,The moral shrapnel and mental shellshock will linger long after this film has ended .,3
11240,484,As Warren he stumbles in search of all the emotions and life experiences he 's neglected over the years .,2
11263,485,It should have stayed there .,1
11269,486,... in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes .,0
11298,487,It is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them .,0
11333,488,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",1
11378,489,There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,3
11422,490,"Romantic , riveting and handsomely animated .",4
11429,491,This overproduced piece of dreck is shockingly bad and absolutely unnecessary .,0
11445,492,As saccharine as it is disposable .,1
11453,493,Captures the raw comic energy of one of our most flamboyant female comics .,4
11470,494,"A subtle , poignant picture of goodness that is flawed , compromised and sad .",2
11487,495,"An exceptionally acted , quietly affecting cop drama .",4
11496,496,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",1
11524,497,"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",4
11570,498,"She nearly glows with enthusiasm , sensuality and a conniving wit .",3
11584,499,Despite modest aspirations its occasional charms are not to be dismissed .,3
11597,500,So exaggerated and broad that it comes off as annoying rather than charming .,1
11610,501,"Strange , funny , twisted , brilliant and macabre .",4
11621,502,"The film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .",1
11656,503,The cast comes through even when the movie does n't .,2
11663,504,"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",3
11698,505,"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .",3
11740,506,Innocuous enough to make even Jean-Claude Van Damme look good .,2
11754,507,"But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",0
11790,508,But its storytelling prowess and special effects are both listless .,1
11801,509,"I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",4
11860,510,Newcomer helmer Kevin Donovan is hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman .,2
11900,511,"One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .",1
11944,512,"With a confrontational stance , Todd Solondz takes aim on political correctness and suburban families .",2
11966,513,A processed comedy chop suey .,1
11973,514,"eventually arrives at its heart , as simple self-reflection meditation .",3
11985,515,"Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .",1
12005,516,So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,3
12035,517,"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",4
12075,518,"I 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen .",0
12111,519,"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .",4
12147,520,The Santa Clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,3
12173,521,"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .",0
12204,522,"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",3
12228,523,Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,3
12248,524,Goes on and on to the point of nausea .,1
12257,525,"-LRB- Raimi 's -RRB- matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films you 'll ever see .",2
12289,526,"It 's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .",1
12320,527,"An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .",1
12338,528,"In between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '",3
12369,529,A modestly surprising movie .,3
12374,530,... a powerful sequel and one of the best films of the year .,4
12385,531,"Combines improbable melodrama -LRB- gored bullfighters , comatose ballerinas -RRB- with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched .",3
12423,532,"This is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny .",3
12440,533,This one is strictly a lightweight escapist film .,2
12449,534,It 's actually too sincere -- the crime movie equivalent of a chick flick .,2
12464,535,"If the title is a Jeopardy question , then the answer might be `` How does Steven Seagal come across these days ? ''",1
12491,536,"Unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .",1
12513,537,"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",1
12543,538,"There is a freedom to watching stunts that are this crude , this fast-paced and this insane .",3
12562,539,` This movie sucks . ',0
12567,540,Dignified CEO 's meet at a rustic retreat and pee against a tree .,1
12587,541,A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .,1
12608,542,The movie is too amateurishly square to make the most of its own ironic implications .,1
12626,543,What sets this romantic comedy apart from most Hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .,3
12650,544,The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,4
12666,545,Barry Sonnenfeld owes Frank the Pug big time,2
12678,546,One gets the impression the creators of Do n't Ask Do n't Tell laughed a hell of a lot at their own jokes .,2
12699,547,"Schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .",1
12722,548,After that it becomes long and tedious like a classroom play in a college history course .,0
12740,549,"Blue Crush follows the formula , but throws in too many conflicts to keep the story compelling .",1
12761,550,"A small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad .",3
12784,551,"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",2
12818,552,"While the story is better-focused than the incomprehensible Anne Rice novel it 's based upon , Queen Of The Damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .",0
12860,553,"The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .",3
12903,554,Parts,2
12921,555,In visual fertility Treasure Planet rivals the top Japanese animations of recent vintage .,3
12942,556,"This toothless Dog , already on cable , loses all bite on the big screen .",1
12955,557,Make Chan 's action sequences boring .,1
12963,558,It all comes down to whether you can tolerate Leon Barlow .,1
12978,559,The Wild Thornberrys Movie has all the sibling rivalry and general family chaos to which anyone can relate .,3
13001,560,"Peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience .",4
13028,561,"As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",0
13064,562,Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .,3
13088,563,"Green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .",1
13113,564,"Evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .",1
13134,565,"Standing in the Shadows of Motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",4
13166,566,"This is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it .",3
13190,567,"A thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .",3
13209,568,It 's mostly a pleasure to watch .,3
13216,569,The first question to ask about Bad Company is why Anthony Hopkins is in it .,1
13233,570,"Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .",2
13280,571,"Goofy , nutty , consistently funny .",4
13287,572,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .,4
13307,573,"Welles groupie\/scholar Peter Bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant William Randolph Hearst .",3
13343,574,The most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill .,1
13366,575,"Skillful as he is , Mr. Shyamalan is undone by his pretensions .",2
13381,576,Fans of so-bad-they 're - good cinema may find some fun in this jumbled mess .,2
13398,577,"We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .",0
13434,578,"Mostly works because of the universal themes , earnest performances ... and excellent use of music by India 's popular Gulzar and Jagjit Singh .",4
13463,579,"A perceptive , good-natured movie .",3
13469,580,This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .,3
13488,581,"One of the pleasures in Walter 's documentary ... is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject 's mysterious personality without ever explaining him .",2
13534,582,"Adrift , Bentley and Hudson stare and sniffle , respectively , as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .",1
13574,583,"The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",2
13608,584,"And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",3
13639,585,Rather than real figures,1
13654,586,"By no means a great movie , but it is a refreshingly forthright one .",3
13668,587,Not just unlikable .,1
13672,588,Show me the mugging .,2
13677,589,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,3
13701,590,"It 's a rollicking adventure for you and all your mateys , regardless of their ages .",4
13721,591,The next big thing 's not-so-big -LRB- and not-so-hot -RRB- directorial debut .,2
13735,592,"If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers .",3
13765,593,Overly long and worshipful bio-doc .,1
13773,594,A visual spectacle full of stunning images and effects .,4
13784,595,There is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13836,596,"It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift .",2
13877,597,The difference is that I truly enjoyed most of Mostly Martha while I ne,3
13892,598,I ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .,2
13912,599,"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",1
13931,600,The early and middle passages are surprising in how much they engage and even touch us .,4
13949,601,"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .",1
13972,602,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2
13990,603,Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,4
14036,604,A mechanical action-comedy whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences .,0
14061,605,Chalk it up as the worst kind of hubristic folly .,0
14075,606,Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,2
14096,607,But I do .,2
14099,608,A compelling allegory about the last days of Germany 's democratic Weimar Republic .,3
14117,609,"Director Jay Russell stomps in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel .",1
14141,610,"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",2
14173,611,It 's as raw and action-packed an experience as a ringside seat at a tough-man contest .,4
14193,612,"... -LRB- the film -RRB- works , due mostly to the tongue-in-cheek attitude of the screenplay .",3
14210,613,You walk out of The Good Girl with mixed emotions -- disapproval of Justine combined with a tinge of understanding for her actions .,3
14238,614,"The movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",2
14277,615,Unfortunately the story and the actors are served with a hack script .,1
14287,616,This is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors .,1
14309,617,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,4
14340,618,"A tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .",0
14362,619,Its initial excitement settles into a warmed over pastiche .,1
14374,620,"Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .",4
14413,621,"It challenges , this nervy oddity , like modern art should .",3
14427,622,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,4
14458,623,An hour and a half of joyful solo performance .,4
14469,624,"Like its parade of predecessors , this Halloween is a gory slash-fest .",3
14484,625,Better than the tepid Star Trek : Insurrection ; falls short of First Contact because the villain could n't pick the lint off Borg Queen Alice Krige 's cape ; and finishes half a parsec -LRB- a nose -RRB- ahead of Generations .,2
14542,626,"Exploits -LRB- headbanger -RRB- stereotypes in good fun , while adding a bit of heart and unsettling subject matter .",3
14563,627,It 's just rather leaden and dull .,0
14570,628,Rice never clearly defines his characters or gives us a reason to care about them .,1
14585,629,"Although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .",3
14610,630,A deeply felt and vividly detailed story about newcomers in a strange new world .,3
14627,631,"The film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments .",2
14655,632,"From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .",3
14679,633,"Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .",1
14709,634,"Triple X is a double agent , and he 's one bad dude .",3
14726,635,There has been a string of ensemble cast romances recently ... but Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note .,3
14777,636,"This is popcorn movie fun with equal doses of action , cheese , ham and cheek -LRB- as well as a serious debt to The Road Warrior -RRB- , but it feels like unrealized potential",3
14818,637,"As an actress , Madonna is one helluva singer .",4
14829,638,Jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,1
14850,639,The filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .,3
14873,640,"It wraps up a classic mother\/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty .",2
14908,641,or maybe `` How will you feel after an 88-minute rip-off of The Rock with action confined to slo-mo gun firing and random glass-shattering ? '',0
14939,642,"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .",3
14963,643,How can such a cold movie claim to express warmth and longing ?,1
14979,644,Only at the prospect of Beck 's next project .,2
14990,645,"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .",4
15013,646,"A bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .",4
15040,647,Shankman ... and screenwriter Karen Janszen bungle their way through the narrative as if it were a series of Bible parables and not an actual story .,0
15070,648,They can and will turn on a dime from oddly humorous to tediously sentimental .,3
15087,649,"It 's a terrible movie in every regard , and utterly painful to watch .",0
15103,650,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0
15136,651,Evokes the 19th century with a subtlety that is an object lesson in period filmmaking .,3
15155,652,"All three actresses are simply dazzling , particularly Balk , who 's finally been given a part worthy of her considerable talents .",4
15179,653,"The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .",2
15204,654,"You may be captivated , as I was , by its moods , and by its subtly transformed star , and still wonder why Paul Thomas Anderson ever had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear .",3
15256,655,The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear .,1
15295,656,"Ver Wiel 's desperate attempt at wit is lost , leaving the character of Critical Jim two-dimensional and pointless .",1
15322,657,So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,4
15360,658,"Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",1
15401,659,"In other words , it 's badder than bad .",0
15412,660,Wedding feels a bit anachronistic .,0
15417,661,"Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .",1
15448,662,Little is done to support the premise other than fling gags at it to see which ones shtick .,1
15469,663,"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",4
15491,664,With an obvious rapport with her actors and a striking style behind the camera,3
15513,665,"You can see where Big Bad Love is trying to go , but it never quite gets there .",2
15530,666,A sleek advert for youthful anomie that never quite equals the sum of its pretensions .,1
15549,667,Statham employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British .,1
15580,668,If A Few Good Men told us that we `` ca n't handle the truth '' than High Crimes poetically states at one point in this movie that we `` do n't care about the truth . '',2
15616,669,So boring that even its target audience talked all the way through it .,0
15628,670,Wiser souls would have tactfully pretended not to see it and left it lying there,2
15643,671,Rarely has sex on screen been so aggressively anti-erotic .,0
15654,672,"The Hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .",3
15680,673,Delivers roughly equal amounts of beautiful movement and inside information .,3
15694,674,Showtime 's starry cast could be both an asset and a detriment .,2
15710,675,"-LRB- Dong -RRB- makes a valiant effort to understand everyone 's point of view , and he does such a good job of it that Family Fundamentals gets you riled up .",4
15743,676,"Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .",4
15785,677,"In his debut as a director , Washington has a sure hand .",4
15797,678,-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,4
15819,679,"This is not Chabrol 's best , but even his lesser works outshine the best some directors can offer .",2
15838,680,"The heart of the film is a touching reflection on aging , suffering and the prospect of death .",3
15857,681,It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .,4
15877,682,The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,1
15904,683,"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .",4
15944,684,"If this movie leaves you cool , it also leaves you intriguingly contemplative .",2
15958,685,"When all is said and done , she loves them to pieces -- and so , I trust , will you .",3
15980,686,"It takes you somewhere you 're not likely to have seen before , but beneath the exotic surface -LRB- and exotic dancing -RRB- it 's surprisingly old-fashioned .",3
16007,687,Director Claude Chabrol has become the master of innuendo .,3
16016,688,"Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .",3
16037,689,It 's petty thievery like this that puts flimsy flicks like this behind bars,0
16054,690,Paul Cox needed to show it .,1
16062,691,A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration .,2
16083,692,"The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",3
16105,693,They ought to be a whole lot scarier than they are in this tepid genre offering .,1
16124,694,moved,3
16140,695,Nearly every attempt at humor here is DOA .,0
16149,696,A piquant meditation on the things that prevent people from reaching happiness .,2
16164,697,This movie is to be cherished .,4
16170,698,The Bard as black comedy -- Willie would have loved it .,4
16184,699,Too bland and fustily tasteful to be truly prurient .,1
16196,700,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .",4
16234,701,"Once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",1
16256,702,"The film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .",3
16305,703,"Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .",3
16342,704,"While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .",1
16376,705,Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '',3
16413,706,"A real winner -- smart , funny , subtle , and resonant .",4
16424,707,"Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .",2
16452,708,"Unfortunately , contrived plotting , stereotyped characters and Woo 's over-the-top instincts as a director undermine the moral dilemma at the movie 's heart .",2
16476,709,"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",4
16508,710,"Even a hardened voyeur would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture .",0
16536,711,I 'd watch these two together again in a New York minute .,4
16549,712,You can practically hear George Orwell turning over .,0
16561,713,Ferrara 's best film in years .,4
16567,714,Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .,2
16591,715,No doubt the star and everyone else involved had their hearts in the right place .,3
16602,716,"... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .",2
16625,717,Poetry in motion captured on film .,4
16632,718,Pretend like your SAT scores are below 120 and you might not notice the flaws .,1
16650,719,None of Birthday Girl 's calculated events take us by surprise ...,1
16662,720,"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .",1
16687,721,"It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang , only these guys are more harmless pranksters than political activists .",2
16718,722,Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .,4
16739,723,"Successfully blended satire , high camp and yet another sexual taboo into a really funny movie .",3
16757,724,"Really is a pan-American movie , with moments of genuine insight into the urban heart .",3
16775,725,"Same song , second verse , coulda been better , but it coulda been worse .",2
16792,726,The superior plotline is n't quite enough to drag along the dead -LRB- water -RRB- weight of the other .,1
16812,727,Crikey indeed .,2
16815,728,It 's exactly what you 'd expect .,2
16823,729,"It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .",1
16852,730,You can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,0
16883,731,A stirring road movie .,3
16886,732,"If you 've grown tired of going where no man has gone before , but several movies have - take heart .",3
16908,733,It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,3
